Mod:Item:MetaData, Localized Name
BloodArsenal:bound_diamond_shard:5, Bound Diamond Dusk Shard
BloodArsenal:bound_diamond_shard:6, Bound Diamond Dawn Shard
deepresonance:deepResonanceManualItem, Deep Resonance Manual
deepresonance:radiationMonitorItem, Radiation Monitor
deepresonance:resonatingPlateItem, Resonating Plate
deepresonance:filterMaterialItem, Filter Material
deepresonance:spentFilterMaterialItem, Spent Filter Material
deepresonance:liquidInjector, Liquid Injector
deepresonance:radiationSuit0, Radiation Suit Helmet (WIP)
deepresonance:radiationSuit1, Radiation Suit Chestplate (WIP)
deepresonance:radiationSuit2, Radiation Suit Leggings (WIP)
deepresonance:radiationSuit3, Radiation Suit Boots (WIP)
DraconicEvolution:draconicDistructionStaff:0, Draconic Staff of Power
DraconicEvolution:draconicDistructionStaff:0, Draconic Staff of Power
DraconicEvolution:draconicPickaxe:0, Draconic Pickaxe
DraconicEvolution:draconicPickaxe:0, Draconic Pickaxe
DraconicEvolution:draconicAxe:0, Draconic Axe
DraconicEvolution:draconicAxe:0, Draconic Axe
DraconicEvolution:draconicShovel:0, Draconic Shovel
DraconicEvolution:draconicShovel:0, Draconic Shovel
DraconicEvolution:draconicHoe, Draconic Hoe
DraconicEvolution:draconicSword, Draconic Sword
DraconicEvolution:draconicBow:0, Draconic Bow
DraconicEvolution:draconicBow:0, Draconic Bow
DraconicEvolution:draconicHelm, Draconic Helm
DraconicEvolution:draconicChest, Draconic Chestplate
DraconicEvolution:draconicLeggs, Draconic Leggings
DraconicEvolution:draconicBoots, Draconic Boots
DraconicEvolution:wyvernPickaxe:0, Pickaxe of the Wyvern
DraconicEvolution:wyvernPickaxe:0, Pickaxe of the Wyvern
DraconicEvolution:wyvernShovel:0, Shovel of the Wyvern
DraconicEvolution:wyvernShovel:0, Shovel of the Wyvern
DraconicEvolution:wyvernSword, Sword of the Wyvern
DraconicEvolution:wyvernBow:0, Bow of the Wyvern
DraconicEvolution:wyvernBow:0, Bow of the Wyvern
DraconicEvolution:wyvernHelm, Wyvern Helm
DraconicEvolution:wyvernChest, Wyvern Chestplate
DraconicEvolution:wyvernLeggs, Wyvern Leggings
DraconicEvolution:wyvernBoots, Wyvern Boots
DraconicEvolution:draconicCore, Draconic Core
DraconicEvolution:wyvernCore, Wyvern Core
DraconicEvolution:awakenedCore, Awakened Core
DraconicEvolution:chaoticCore, Chaotic Core
DraconicEvolution:draconiumDust, Draconium Dust
DraconicEvolution:draconiumIngot, Draconium Ingot
DraconicEvolution:draconiumBlend, Draconium Blend (Depreciated)
DraconicEvolution:dragonHeart, Dragon Heart
DraconicEvolution:teleporterMKI, Charm of Dislocation
DraconicEvolution:teleporterMKII, Enhanced Charm of Dislocation
DraconicEvolution:tclogo, TCLogo
DraconicEvolution:sunFocus, Solar Focus
DraconicEvolution:mobSoul, Mob Soul
DraconicEvolution:enderArrow, Ender Arrow
DraconicEvolution:safetyMatch:0, Box of Safety Matches
DraconicEvolution:safetyMatch:1000, Safety Match
DraconicEvolution:key:0, Key
DraconicEvolution:key:1, Key
DraconicEvolution:creativeStructureSpawner:0, Spawn Comet
DraconicEvolution:creativeStructureSpawner:1, Spawn Ender Island
DraconicEvolution:adminSpawnEgg, item.draconicevolution:adminSpawnEgg.name
DraconicEvolution:infoTablet, Draconic Evolution Information Tablet
DraconicEvolution:draconicIngot, Awakened Draconium Ingot
DraconicEvolution:draconiumEnergyCore:0, Wyvern Energy Core
DraconicEvolution:draconiumEnergyCore:1, Draconic Energy Core
DraconicEvolution:draconiumFluxCapacitor, item.draconicevolution:draconiumFluxCapacitor.name
DraconicEvolution:wrench, Crystal Binder
DraconicEvolution:chaosShard, Chaos Shard
DraconicEvolution:reactorCraftingPart:0, Reactor Stabilizer Frame
DraconicEvolution:reactorCraftingPart:1, Reactor Stabilizer Inner Rotor
DraconicEvolution:reactorCraftingPart:2, Reactor Stabilizer Outer Rotor
DraconicEvolution:reactorCraftingPart:3, Reactor Stabilizer Rotor Assembly
DraconicEvolution:reactorCraftingPart:4, Reactor Stabilizer Focus Ring
DraconicEvolution:nugget:0, Draconium Nugget
DraconicEvolution:nugget:1, Awakened Draconium Nugget
DraconicEvolution:chaosFragment:0, Tiny Chaos Fragment
DraconicEvolution:chaosFragment:1, Small Chaos Fragment
DraconicEvolution:chaosFragment:2, Large Chaos Fragment
DraconicEvolution:magnet:0, Item Dislocator
DraconicEvolution:magnet:1, Awakened Item Dislocator
DraconicEvolution:dezilsMarshmallow, Dezil's Marshmallow
eplus:item.tableUpgrade, Table Upgrade
immersiveintegration:iiWireCoil:0, Redstone Wire Coil
immersiveintegration:capacitorBox:0, LV Capacitor in a Box
immersiveintegration:capacitorBox:0, LV Capacitor in a Box
immersiveintegration:capacitorBox:1, MV Capacitor in a Box
immersiveintegration:capacitorBox:1, MV Capacitor in a Box
immersiveintegration:capacitorBox:2, HV Capacitor in a Box
immersiveintegration:capacitorBox:2, HV Capacitor in a Box
immersiveintegration:capacitorBox:3, Creative Capacitor in a Box
immersiveintegration:wireCoil:0, Fluix Wire Coil
immersiveintegration:wireCoil:1, Dense Wire Coil
lycanitesmobs:soulgazer, Soulgazer
lycanitesmobs:soulstone, Soulstone
lycanitesmobs:soulkey, Soulkey
lycanitesmobs:summoningstaff, Summoning Staff
lycanitesmobs:stablesummoningstaff, Stable Summoning Staff
lycanitesmobs:bloodsummoningstaff, Blood Summoning Staff
lycanitesmobs:sturdysummoningstaff, Sturdy Summoning Staff
lycanitesmobs:savagesummoningstaff, Savage Summoning Staff
lycanitesmobs:battleburrito, Battle Burrito
lycanitesmobs:explorersrisotto, Explorers Risotto
lycanitesmobs:halloweentreat, Halloween Treat
lycanitesmobs:wintergift, Winter Gift
lycanitesmobs:wintergiftlarge, Large Winter Gift
lycanitesmobs:mobtoken, Mob Token
arcticmobs:yetimeatraw, Raw Yeti Meat
arcticmobs:yetimeatcooked, Cooked Yeti Meat
arcticmobs:palesoup, Pale Soup
arcticmobs:frostyfur, Frosty Fur
arcticmobs:frostboltcharge, Frostbolt Charge
arcticmobs:frostboltscepter, Frostbolt Scepter
arcticmobs:frostwebcharge, Frostweb Charge
arcticmobs:frostwebscepter, Frostweb Scepter
arcticmobs:tundracharge, Tundra Charge
arcticmobs:tundrascepter, Tundra Scepter
arcticmobs:icefirecharge, Icefire Charge
arcticmobs:icefirescepter, Icefire Scepter
arcticmobs:blizzardcharge, Blizzard Charge
arcticmobs:blizzardscepter, Blizzard Scepter
arcticmobs:arixtreat, Arix Treat
arcticmobs:serpixtreat, Serpix Treat
arcticmobs:bucketooze, Ooze Bucket
demonmobs:soulstonedemonic, Demonic Soulstone
demonmobs:doomfirecharge, Doomfire Charge
demonmobs:hellfirecharge, Hellfire Charge
demonmobs:devilstarcharge, Devilstar Charge
demonmobs:demoniclightningcharge, Demonic Lightning Charge
demonmobs:pinkymeatraw, Raw Pinky Meat
demonmobs:pinkymeatcooked, Cooked Pinky Meat
demonmobs:devillasagna, Devil Lasagna
demonmobs:pinkytreat, Pinky Treat
demonmobs:cacodemontreat, Cacodemon Treat
demonmobs:doomfirescepter, Doomfire Scepter
demonmobs:hellfirescepter, Hellfire Scepter
demonmobs:devilstarscepter, Devilstar Scepter
demonmobs:demoniclightningscepter, Demonic Lightning Scepter
desertmobs:throwingscythe, Throwing Scythe
desertmobs:joustmeatraw, Raw Joust Meat
desertmobs:joustmeatcooked, Cooked Joust Meat
desertmobs:ambercake, Amber Cake
desertmobs:crusktreat, Crusk Treat
desertmobs:erepedetreat, Erepede Treat
desertmobs:mudshotcharge, Mudshot Charge
desertmobs:scythescepter, Scythe Scepter
desertmobs:mudshotscepter, Mudshot Scepter
forestmobs:arisaurmeatraw, Raw Arisaur Meat
forestmobs:arisaurmeatcooked, Cooked Arisaur Meat
forestmobs:paleosalad, Paleo Salad
forestmobs:shamblertreat, Shambler Treat
forestmobs:wargtreat, Warg Treat
forestmobs:lifedraincharge, Life Drain Charge
forestmobs:lifedrainscepter, Life Drain Scepter
freshwatermobs:silexmeatraw, Raw Silex Meat
freshwatermobs:silexmeatcooked, Cooked Silex Meat
freshwatermobs:lapisfishandchips, Lapis Fish and Chips
freshwatermobs:aquapulsecharge, Aqua Pulse Charge
freshwatermobs:aquapulsescepter, Aqua Pulse Scepter
freshwatermobs:stridertreat, Strider Treat
infernomobs:soulstoneinferno, Inferno Soulstone
infernomobs:cephignismeatcooked, Cooked Cephignis Meat
infernomobs:searingtaco, Searing Taco
infernomobs:embercharge, Ember Charge
infernomobs:emberscepter, Ember Scepter
infernomobs:cinderfallsword, Cinderfall Sword
infernomobs:cinderfallswordazure, Azure Cinderfall Sword
infernomobs:cinderfallswordverdant, Verdant Cinderfall Sword
infernomobs:magmacharge, Magma Charge
infernomobs:magmascepter, Magma Scepter
infernomobs:scorchfirecharge, Scorchfire Charge
infernomobs:scorchfirescepter, Scorchfire Scepter
infernomobs:afrittreat, Afrit Treat
infernomobs:bucketpurelava, Pure Lava Bucket
junglemobs:concapedemeatraw, Raw Concapede Meat
junglemobs:concapedemeatcooked, Cooked Concapede Meat
junglemobs:tropicalcurry, Tropical Curry
junglemobs:poopcharge, Poop
junglemobs:poopscepter, Poop Scepter
junglemobs:uvaraptortreat, Uvaraptor Treat
mountainmobs:soulstonemountain, Mountain Soulstone
mountainmobs:boulderblastcharge, Boulder Blast Charge
mountainmobs:boulderblastscepter, Boulder Blast Scepter
mountainmobs:arcanelaserstormcharge, Arcane Laser Storm Charge
mountainmobs:arcanelaserstormscepter, Arcane Laser Storm Scepter
mountainmobs:yalemeatraw, Raw Yale Meat
mountainmobs:yalemeatcooked, Cooked Yale Meat
mountainmobs:peakskebab, Peaks Kebab
mountainmobs:barghesttreat, Barghest Treat
plainsmobs:makameatraw, Raw Maka Meat
plainsmobs:makameatcooked, Cooked Maka Meat
plainsmobs:bulwarkburger, Bulwark Burger
plainsmobs:ventoraptortreat, Ventoraptor Treat
saltwatermobs:ikameatraw, Raw Ika Meat
saltwatermobs:ikameatcooked, Cooked Ika Meat
saltwatermobs:seashellmaki, Seashell Maki
shadowmobs:soulstoneshadow, Shadow Soulstone
shadowmobs:spectralboltcharge, Spectral Bolt Charge
shadowmobs:spectralboltscepter, Spectral Bolt Scepter
shadowmobs:bloodleechcharge, Bloodleech Charge
shadowmobs:bloodleechscepter, Bloodleech Scepter
shadowmobs:chupacabrameatraw, Raw Chupacabra Meat
shadowmobs:chupacabrameatcooked, Cooked Chupacabra Meat
shadowmobs:bloodchili, Blood Chili
shadowmobs:geistliver, Geist Liver
shadowmobs:chupacabratreat, Chupacabra Treat
shadowmobs:shadetreat, Shade Treat
swampmobs:aspidmeatraw, Raw Aspid Meat
swampmobs:aspidmeatcooked, Cooked Aspid Meat
swampmobs:mosspie, Moss Pie
swampmobs:lurkertreat, Lurker Treat
swampmobs:eyewigtreat, Eyewig Treat
swampmobs:poisongland, Poison Gland
swampmobs:poisonrayscepter, Poison Ray Scepter
swampmobs:venomshotscepter, Venom Shot Scepter
swampmobs:venomaxeblade, Venom Axeblade
swampmobs:goldenvenomaxeblade, Golden Venom Axeblade
swampmobs:verdantvenomaxeblade, Verdant Venom Axeblade
xreliquary:alkahest_tome:0, Tome of Alkahestry
xreliquary:angelheart_vial, Angelheart Vial
xreliquary:angelic_feather, Angelic Feather
xreliquary:attraction_potion:0, Aphrodite's Serum
xreliquary:bullet:0, Empty Casing
xreliquary:bullet:1, Neutral Shot
xreliquary:bullet:2, Exorcism Shot
xreliquary:bullet:3, Blaze Shot
xreliquary:bullet:4, Ender Shot
xreliquary:bullet:5, Concussive Shot
xreliquary:bullet:6, Buster Shot
xreliquary:bullet:7, Seeker Shot
xreliquary:bullet:8, Sand Shot
xreliquary:bullet:9, Storm Shot
xreliquary:destruction_catalyst:0, Destruction Catalyst
xreliquary:emperor_chalice:0, Emperor's Chalice
xreliquary:ender_staff:0, Ender Staff
xreliquary:fertile_potion:0, Fertile Potion
xreliquary:fortune_coin, Coin of Fortune
xreliquary:glacial_staff:0, Glacial Staff
xreliquary:glowing_bread, Glowing Bread
xreliquary:glowing_water, Glowing Water
xreliquary:gun_part:0, Grip Assembly
xreliquary:gun_part:1, Barrel Assembly
xreliquary:gun_part:2, Hammer Assembly
xreliquary:handgun, Hunter's Handgun
xreliquary:harvest_rod:0, §2Harvest Rod
xreliquary:heart_pearl:0, §cZombie Pearl
xreliquary:heart_pearl:1, §fSkeleton Pearl
xreliquary:heart_pearl:2, §8Wither Skeleton Pearl
xreliquary:heart_pearl:3, §aCreeper Pearl
xreliquary:heart_zhu:0, §cZombie Nian Zhu
xreliquary:heart_zhu:1, §fSkeleton Nian Zhu
xreliquary:heart_zhu:2, §8Wither Skeleton Nian Zhu
xreliquary:heart_zhu:3, §aCreeper Nian Zhu
xreliquary:hero_medallion:0, Hero's Medallion
xreliquary:holy_hand_grenade, Holy Hand Grenade
xreliquary:ice_magus_rod:0, Ice Magus Rod
xreliquary:infernal_chalice:0, Infernal Chalice
xreliquary:infernal_claws, {{!colors.red}}Infernal Claws
xreliquary:infernal_tear:0, §4Infernal Tear
xreliquary:kraken_shell, Kraken Shell
xreliquary:lantern_of_paranoia:0, §eLantern Of Paranoia
xreliquary:magazine:0, Empty Magazine
xreliquary:magazine:1, Neutral Magazine
xreliquary:magazine:2, Exorcism Magazine
xreliquary:magazine:3, Blaze Magazine
xreliquary:magazine:4, Ender Magazine
xreliquary:magazine:5, Concussive Magazine
xreliquary:magazine:6, Buster Magazine
xreliquary:magazine:7, Seeker Magazine
xreliquary:magazine:8, Sand Magazine
xreliquary:magazine:9, Storm Magazine
xreliquary:magicbane, Magicbane
xreliquary:mercy_cross, Cross of Mercy
xreliquary:midas_touchstone:0, Touchstone of Midas
xreliquary:mob_ingredient:0, Rib Bone
xreliquary:mob_ingredient:1, Withered Rib
xreliquary:mob_ingredient:2, Chelicerae
xreliquary:mob_ingredient:3, Catalyzing Gland
xreliquary:mob_ingredient:4, Slime Pearl
xreliquary:mob_ingredient:5, Bat Wing
xreliquary:mob_ingredient:6, Zombie Heart
xreliquary:mob_ingredient:7, Molten Core
xreliquary:mob_ingredient:8, Eye of the Storm
xreliquary:mob_ingredient:9, Fertile Essence
xreliquary:mob_ingredient:10, Frozen Core
xreliquary:mob_ingredient:11, Nebulous Heart
xreliquary:mob_ingredient:12, Squid Beak
xreliquary:mob_ingredient:13, Infernal Claw
xreliquary:mob_ingredient:14, Kraken Shell Fragment
xreliquary:mob_ingredient:15, Crimson Cloth
xreliquary:phoenix_down, Phoenix Down
xreliquary:potion_essence, Potion Essence
xreliquary:pyromancer_staff:0, §4Pyromancer's Staff
xreliquary:rending_gale:0, §eRending Gale
xreliquary:rod_of_lyssa, Rod of Lyssa
xreliquary:salamander_eye, Salamander's Eye
xreliquary:serpent_staff, {{!colors.green}}Serpent Staff
xreliquary:shears_of_winter, Shears of Winter
xreliquary:sojourner_staff:0, Sojourner's Staff
xreliquary:twilight_cloak:0, Twilight Cloak
xreliquary:void_tear:0, Void Tear
xreliquary:void_tear_empty, Empty Void Tear
xreliquary:witch_hat, {{!colors.yellow}}Witch Hat
xreliquary:witherless_rose, Witherless Rose
xreliquary:potion, Condensed Potion
TaintedMagic:ItemMaterial:0, Shadowmetal Ingot
TaintedMagic:ItemMaterial:1, Shadow-Imbued Cloth
TaintedMagic:ItemMaterial:2, Crimson-Stained Cloth
TaintedMagic:ItemMaterial:3, Warped Shard
TaintedMagic:ItemMaterial:4, Fluxed Shard
TaintedMagic:ItemMaterial:5, Shard of Creation
TaintedMagic:ItemMaterial:6, Thaumic Alloy
TaintedMagic:ItemMaterial:7, Phial of Crystal Blood
TaintedMagic:ItemMaterial:8, Crimson Plating
TaintedMagic:ItemMaterial:9, Shadowmetal Nugget
TaintedMagic:ItemMaterial:10, Primordial Nodule
TaintedMagic:ItemMaterial:11, Primordial Mote
TaintedMagic:ItemVoidsentBlood, Phial of Voidsent Blood
TaintedMagic:ItemMagicFunguar, Magic Funguar
TaintedMagic:ItemFlyteCharm, Flyte Charm
TaintedMagic:ItemWarpedGoggles, Warped Goggles of Revealing
TaintedMagic:ItemVoidFortressHelmet, Void Fortress Helm
TaintedMagic:ItemVoidFortressChestplate, Void Fortress Cuirass
TaintedMagic:ItemVoidFortressLeggings, Void Fortress Thigh Guards
TaintedMagic:ItemVoidwalkerBoots, Boots of the Voidwalker
TaintedMagic:ItemVoidwalkerSash, Voidwalker's Sash of Runic Shielding
TaintedMagic:ItemShadowFortressHelmet, Shadow Fortress Helm
TaintedMagic:ItemShadowFortressChestplate, Shadow Fortress Cuirass
TaintedMagic:ItemShadowFortressLeggings, Shadow Fortress Thigh Guards
TaintedMagic:ItemVoidmetalGoggles, Voidmetal Goggles of Revealing
TaintedMagic:ItemWandRod:0, Warpwood Rod
TaintedMagic:ItemWandRod:1, Warpwood Staff Core
TaintedMagic:ItemWandCap:0, Shadowmetal Cap
TaintedMagic:ItemWandCap:1, Enchanted Cloth Cap
TaintedMagic:ItemWandCap:2, Crimson-Stained Cloth Cap
TaintedMagic:ItemWandCap:3, Shadow-Imbued Cloth Cap
TaintedMagic:ItemFocusTaint, Wand Focus: Tainted Storm
TaintedMagic:ItemFocusDarkMatter, Wand Focus: Dark Matter
TaintedMagic:ItemFocusMeteorology, Wand Focus: Meteorology
TaintedMagic:ItemFocusTime, Wand Focus: Time
TaintedMagic:ItemFocusMageMace, Wand Focus: Mage's Mace
TaintedMagic:ItemFocusTaintedShockwave, Wand Focus: Tainted Shockwave
TaintedMagic:ItemFocusVisShard, Wand Focus: Vis Shard
TaintedMagic:ItemFocusLumos, Wand Focus: Lumos
TaintedMagic:ItemThaumicDisassembler, Thaumic Disassembler
TaintedMagic:ItemCrystalDagger, Crystal Dagger
TaintedMagic:ItemShadowmetalHoe, Shadowmetal Hoe
TaintedMagic:ItemShadowmetalPick, Shadowmetal Pickaxe
TaintedMagic:ItemShadowmetalAxe, Shadowmetal Hatchet
TaintedMagic:ItemShadowmetalSpade, Shadowmetal Spade
TaintedMagic:ItemShadowmetalSword, Shadowmetal Sword
TaintedMagic:ItemPrimordialEdge, Edge of the Primordials
TaintedMagic:ItemKatana:0, Thaumium Fortress Blade
TaintedMagic:ItemKatana:1, Voidmetal Fortress Blade
TaintedMagic:ItemKatana:2, Shadowmetal Fortress Blade
thaumicenergistics:part.base:0, Essentia Import Bus
thaumicenergistics:part.base:1, Essentia Level Emitter
thaumicenergistics:part.base:2, Essentia Storage Bus
thaumicenergistics:part.base:3, Essentia Export Bus
thaumicenergistics:part.base:4, Essentia Terminal
thaumicenergistics:part.base:5, Arcane Crafting Terminal
thaumicenergistics:part.base:6, Vis Relay Interface
thaumicenergistics:part.base:7, Essentia Storage Monitor
thaumicenergistics:part.base:8, Essentia Conversion Monitor
thaumicenergistics:storage.essentia:0, 1k ME Essentia Storage Cell
thaumicenergistics:storage.essentia:1, 4k ME Essentia Storage Cell
thaumicenergistics:storage.essentia:2, 16k ME Essentia Storage Cell
thaumicenergistics:storage.essentia:3, 64k ME Essentia Storage Cell
thaumicenergistics:storage.essentia:4, Creative Essentia Storage Cell
thaumicenergistics:storage.component:0, 1k ME Essentia Storage Component
thaumicenergistics:storage.component:1, 4k ME Essentia Storage Component
thaumicenergistics:storage.component:2, 16k ME Essentia Storage Component
thaumicenergistics:storage.component:3, 64k ME Essentia Storage Component
thaumicenergistics:storage.casing, ME Essentia Storage Housing
thaumicenergistics:material:0, Diffusion Core
thaumicenergistics:material:1, Coalescence Core
thaumicenergistics:material:2, Iron Gear
thaumicenergistics:wireless.essentia.terminal, Wireless Essentia Terminal
thaumicenergistics:knowledge.core, Knowledge Core
thaumicenergistics:focus.aewrench, Wand Focus: AE Wrench
thaumicenergistics:golem.wifi.backpack, Wireless Golem Backpack
ThaumicExploration:transmutationCore, Transmutative Rod
ThaumicExploration:transmutationStaffCore, Transmutative Staff Core
ThaumicExploration:talismanFood, Talisman of Nourishment
ThaumicExploration:amberCore, Amber Rod
ThaumicExploration:amberStaffCore, Amber Staff Core
ThaumicExploration:necroStaffCore, Necromancer's Staff Core
ThaumicExploration:sojournerCap, Sojourner's Cap
ThaumicExploration:sojournerCapUncharged, Inert Sojourner's Cap
ThaumicExploration:mechanistCap, Mechanist's Cap
ThaumicExploration:mechanistCapUncharged, Inert Mechanist's Cap
ThaumicExploration:pureZombieBrain, Cured Zombie Brain
ThaumicExploration:blankSeal:0, Dark Blank Seal
ThaumicExploration:blankSeal:1, Red Blank Seal
ThaumicExploration:blankSeal:2, Green Blank Seal
ThaumicExploration:blankSeal:3, Brown Blank Seal
ThaumicExploration:blankSeal:4, Blue Blank Seal
ThaumicExploration:blankSeal:5, Purple Blank Seal
ThaumicExploration:blankSeal:6, Cyan Blank Seal
ThaumicExploration:blankSeal:7, Light Gray Blank Seal
ThaumicExploration:blankSeal:8, Gray Blank Seal
ThaumicExploration:blankSeal:9, Pink Blank Seal
ThaumicExploration:blankSeal:10, Lime Blank Seal
ThaumicExploration:blankSeal:11, Yellow Blank Seal
ThaumicExploration:blankSeal:12, Light Blue Blank Seal
ThaumicExploration:blankSeal:13, Magenta Blank Seal
ThaumicExploration:blankSeal:14, Orange Blank Seal
ThaumicExploration:blankSeal:15, Pale Blank Seal
ThaumicExploration:chestSeal:0, Dark Chest Binding Seal
ThaumicExploration:chestSeal:1, Red Chest Binding Seal
ThaumicExploration:chestSeal:2, Green Chest Binding Seal
ThaumicExploration:chestSeal:3, Brown Chest Binding Seal
ThaumicExploration:chestSeal:4, Blue Chest Binding Seal
ThaumicExploration:chestSeal:5, Purple Chest Binding Seal
ThaumicExploration:chestSeal:6, Cyan Chest Binding Seal
ThaumicExploration:chestSeal:7, Light Gray Chest Binding Seal
ThaumicExploration:chestSeal:8, Gray Chest Binding Seal
ThaumicExploration:chestSeal:9, Pink Chest Binding Seal
ThaumicExploration:chestSeal:10, Lime Chest Binding Seal
ThaumicExploration:chestSeal:11, Yellow Chest Binding Seal
